Date,Open,High,Low,Close,Adj Close,Volume
2024-09-23,203.23,205.62,201.7,203.7,203.7,88755048
2024-09-24,206.32,211.37,205.05,207.1,207.1,89192698
2024-09-25,204.17,205.65,201.14,203.92,203.92,56418812
2024-09-26,205.59,207.88,202.24,205.8,205.8,88817869
2024-09-27,204.79,207.08,200.71,204.19,204.19,63122387
2024-09-30,201.66,204.0,197.97,201.71,201.71,92430354
2024-10-01,202.29,205.26,197.32,201.54,201.54,72637172
2024-10-02,197.78,202.43,194.72,198.28,198.28,56633466
2024-10-03,197.23,198.73,193.33,196.65,196.65,61079526
2024-10-04,193.37,194.4,192.24,192.95,192.95,55598208
2024-10-07,199.81,201.16,197.1,199.38,199.38,57064972
2024-10-08,200.23,204.2,196.6,199.68,199.68,90379162
2024-10-09,197.97,200.99,195.39,197.56,197.56,80910507
2024-10-10,198.64,200.31,194.59,198.44,198.44,59061920
2024-10-11,197.66,201.92,194.98,198.25,198.25,78911323
2024-10-14,196.97,201.54,194.98,197.71,197.71,65195984
2024-10-15,200.57,204.4,197.35,199.89,199.89,69212524
2024-10-16,202.77,206.91,199.67,202.58,202.58,84908139
2024-10-17,201.47,203.04,200.36,200.99,200.99,49889240
2024-10-18,199.24,202.72,198.19,199.27,199.27,81703634
2024-10-21,197.94,200.88,195.93,198.54,198.54,90895964
2024-10-22,190.61,194.82,188.48,191.19,191.19,97696948
2024-10-23,186.86,190.01,184.68,186.58,186.58,93287448
2024-10-24,190.86,194.35,187.39,190.96,190.96,60969167
2024-10-25,195.85,199.36,193.01,196.32,196.32,81534592
2024-10-28,195.68,196.94,191.52,195.69,195.69,92813316
2024-10-29,197.05,200.38,194.49,197.74,197.74,65595398
2024-10-30,199.06,203.39,196.61,198.93,198.93,72142517
2024-10-31,208.84,213.58,205.15,209.22,209.22,104893032
2024-11-01,213.79,214.6,212.49,213.28,213.28,52034005
2024-11-04,212.7,214.33,211.7,213.03,213.03,78040182
2024-11-05,209.79,211.02,208.05,209.86,209.86,96924736
2024-11-06,203.7,207.93,201.28,204.49,204.49,78401983
2024-11-07,204.67,209.18,203.55,205.37,205.37,86823357
2024-11-08,202.82,204.43,198.86,202.99,202.99,52700338
2024-11-11,198.39,200.92,197.0,198.42,198.42,54414902
2024-11-12,196.64,200.37,192.63,196.48,196.48,76547798
2024-11-13,192.84,196.43,191.5,193.16,193.16,77503495
2024-11-14,199.02,201.67,195.38,198.71,198.71,84551050
2024-11-15,202.37,205.24,200.71,201.79,201.79,96401367
2024-11-18,202.4,204.96,201.12,201.95,201.95,57444400
2024-11-19,206.3,208.85,202.34,207.06,207.06,76228149
2024-11-20,207.49,210.37,204.74,207.52,207.52,71198678
2024-11-21,204.11,208.05,203.43,204.76,204.76,96060995
2024-11-22,209.66,214.21,206.97,210.09,210.09,56228713
2024-11-25,212.98,216.19,210.97,212.15,212.15,102107316
2024-11-26,208.12,212.36,205.87,208.72,208.72,93715144
2024-11-27,208.25,209.51,205.16,208.26,208.26,95261141
2024-11-28,205.63,208.05,202.03,205.44,205.44,96603931
2024-11-29,201.27,201.91,197.3,200.94,200.94,55322515
2024-12-02,204.29,205.86,202.66,204.2,204.2,59266980
2024-12-03,209.99,214.36,206.91,210.82,210.82,79652371
2024-12-04,205.86,210.65,203.33,206.15,206.15,65971884
2024-12-05,208.28,209.3,205.62,208.25,208.25,100805167
2024-12-06,205.53,208.4,203.26,206.21,206.21,90114569
2024-12-09,204.49,208.47,203.36,204.74,204.74,69189780
2024-12-10,202.17,204.32,201.49,202.93,202.93,74355646
2024-12-11,199.54,202.93,196.7,200.22,200.22,51373349
2024-12-12,200.4,203.96,199.14,200.56,200.56,81408778
2024-12-13,197.42,200.91,195.94,198.0,198.0,67736160
2024-12-16,199.17,200.48,196.85,199.06,199.06,74694475
2024-12-17,199.38,201.33,198.32,199.08,199.08,66722591
2024-12-18,198.96,202.52,194.87,198.48,198.48,94788892
2024-12-19,195.22,198.34,191.33,195.69,195.69,66278938
2024-12-20,193.49,194.61,192.38,194.01,194.01,57143792
2024-12-23,195.98,200.04,193.31,196.61,196.61,76672496
2024-12-24,198.63,199.36,197.24,198.41,198.41,63160689
2024-12-25,195.72,199.08,194.41,195.39,195.39,67019265
2024-12-26,195.16,197.24,191.1,195.89,195.89,94888218
2024-12-27,199.2,203.42,197.47,198.5,198.5,60892889
2024-12-30,192.52,195.15,189.93,193.22,193.22,95241698
2024-12-31,195.19,196.99,192.73,195.13,195.13,81740369
2025-01-01,193.5,194.62,191.22,193.17,193.17,101021870
2025-01-02,195.75,197.47,194.31,195.17,195.17,71698289
2025-01-03,193.22,197.02,188.72,192.89,192.89,91492045
2025-01-06,187.78,191.89,184.9,187.32,187.32,101731994
2025-01-07,182.23,184.29,180.6,182.47,182.47,82158105
2025-01-08,183.24,185.35,181.27,182.78,182.78,84324893
2025-01-09,183.11,186.8,181.49,183.73,183.73,47832382
2025-01-10,181.73,185.34,177.64,181.16,181.16,97350820
2025-01-13,183.3,185.92,180.24,183.23,183.23,66331651
2025-01-14,178.83,180.7,175.67,178.38,178.38,112056417
2025-01-15,178.28,180.28,177.08,178.35,178.35,93719263
2025-01-16,175.15,177.99,172.03,174.95,174.95,65598271
2025-01-17,173.26,173.8,170.11,173.23,173.23,93523356
2025-01-20,173.84,176.41,172.86,173.52,173.52,81836728
2025-01-21,170.65,172.89,166.92,171.22,171.22,103000398
2025-01-22,169.69,173.37,169.18,170.29,170.29,67051980
2025-01-23,172.92,174.1,171.34,173.27,173.27,93380111
2025-01-24,171.32,174.22,170.24,171.78,171.78,78590148
2025-01-27,174.83,176.95,171.45,174.31,174.31,84355850
2025-01-28,170.84,173.83,167.13,171.22,171.22,51993500
2025-01-29,173.53,174.27,171.5,172.88,172.88,95816754
2025-01-30,176.92,179.63,175.83,177.15,177.15,88469129
2025-01-31,169.65,172.41,168.31,170.09,170.09,72469106
2025-02-03,168.4,170.69,164.77,168.01,168.01,53429506
2025-02-04,169.98,172.44,168.46,169.76,169.76,88067264
2025-02-05,169.35,172.03,168.09,169.35,169.35,90517373
2025-02-06,170.62,173.74,168.92,170.54,170.54,70312877
2025-02-07,169.29,170.67,167.74,169.0,169.0,83907988
2025-02-10,169.03,172.56,168.03,169.4,169.4,52607903
2025-02-11,169.79,171.9,167.37,169.12,169.12,52521091
2025-02-12,173.19,173.96,169.02,172.53,172.53,103492864
2025-02-13,173.62,174.34,171.2,173.41,173.41,80308550
2025-02-14,174.12,176.17,170.55,174.54,174.54,87529350
2025-02-17,173.76,176.88,171.04,173.51,173.51,91074316
2025-02-18,171.69,175.11,169.24,172.28,172.28,52451266
2025-02-19,170.56,174.28,167.02,171.21,171.21,90067039
2025-02-20,172.14,174.69,169.5,172.48,172.48,85471721
2025-02-21,171.39,173.39,167.98,171.44,171.44,90346899
2025-02-24,172.92,173.93,171.27,172.42,172.42,57986701
2025-02-25,178.8,180.45,177.77,178.48,178.48,88024108
2025-02-26,181.56,183.6,177.47,181.21,181.21,83214055
2025-02-27,180.29,181.24,179.6,180.4,180.4,76286572
2025-02-28,183.91,185.47,181.69,184.14,184.14,77282303
2025-03-03,182.88,185.7,179.9,183.07,183.07,47402599
2025-03-04,177.77,180.79,173.45,177.08,177.08,58521256
2025-03-05,173.66,178.13,171.49,174.3,174.3,95887306
2025-03-06,169.58,173.09,167.91,169.08,169.08,58107181
2025-03-07,168.36,170.92,166.81,168.26,168.26,89457187
2025-03-10,168.38,170.31,164.83,168.46,168.46,49436124
2025-03-11,173.59,176.21,169.7,173.28,173.28,112662642
2025-03-12,174.35,177.5,171.85,174.37,174.37,98790214
2025-03-13,174.42,175.33,171.05,173.9,173.9,48920277
2025-03-14,177.01,178.92,173.34,176.44,176.44,53014976
2025-03-17,170.06,173.39,167.23,170.17,170.17,93866595
2025-03-18,170.68,172.74,169.53,170.98,170.98,53452681
2025-03-19,173.44,175.85,172.56,173.32,173.32,50678671
2025-03-20,169.8,172.21,166.83,169.25,169.25,72655777
2025-03-21,172.2,173.72,171.37,172.6,172.6,55102154
2025-03-24,173.89,175.61,170.96,173.72,173.72,55231197
2025-03-25,172.87,174.49,170.45,172.69,172.69,52029765
2025-03-26,174.98,175.59,171.56,174.65,174.65,70774268
2025-03-27,180.82,181.98,179.04,181.35,181.35,76043617
2025-03-28,182.38,185.81,181.45,182.07,182.07,59880139
2025-03-31,183.58,185.08,181.05,182.98,182.98,89176074
2025-04-01,181.29,184.09,178.54,181.76,181.76,69083171
2025-04-02,179.0,180.93,177.27,179.38,179.38,86354018
2025-04-03,182.69,186.5,178.42,182.0,182.0,73269428
2025-04-04,179.14,181.02,178.22,179.6,179.6,65260684
2025-04-07,180.49,182.5,177.74,179.98,179.98,85573193
2025-04-08,178.71,182.22,176.31,178.72,178.72,80970921
2025-04-09,179.93,183.72,177.98,180.3,180.3,86746993
2025-04-10,182.0,183.19,179.62,181.46,181.46,61440581
2025-04-11,184.65,188.1,180.84,184.73,184.73,106961433
2025-04-14,183.37,185.51,181.69,183.35,183.35,74248808
2025-04-15,182.49,184.92,179.32,182.7,182.7,72455043
2025-04-16,180.05,181.05,178.4,179.92,179.92,88919710
2025-04-17,178.28,179.57,177.15,178.76,178.76,77627879
2025-04-18,179.88,183.07,178.67,180.04,180.04,67282676
2025-04-21,183.14,185.42,180.36,182.45,182.45,77985296
2025-04-22,179.5,181.88,177.32,179.85,179.85,55043701
2025-04-23,182.82,185.9,179.07,182.59,182.59,75931640
2025-04-24,186.58,190.12,185.23,186.84,186.84,53532398
2025-04-25,188.7,189.84,185.12,188.29,188.29,87903166
